date,annee,mois,jour,numeroJourDansSemaine,numeroJourDansAnnee,numeroSemaine,numeroMagasin,numeroProduit,prixVente,codeDelaMeteo,temperature,promo,quantiteVendue
2016/7/26,2016,7,26,2,208,201630,919,404707,.00,803,22.12,0,0
2016/7/26,2016,7,26,2,208,201630,919,525562,1.14,803,22.12,0,13
2016/7/26,2016,7,26,2,208,201630,919,721528,.00,803,22.12,0,0
2016/7/26,2016,7,26,2,208,201630,919,726349,.00,803,22.12,0,0
2016/7/26,2016,7,26,2,208,201630,919,889599,.00,803,22.12,0,0
2016/7/27,2016,7,27,3,209,201630,2,59885,1.02,500,19.13,0,3610
2016/7/27,2016,7,27,3,209,201630,2,300771,1.82,500,19.13,0,23
2016/7/27,2016,7,27,3,209,201630,2,404707,.00,500,19.13,0,0
2016/7/27,2016,7,27,3,209,201630,2,525562,1.14,500,19.13,0,80
2016/7/27,2016,7,27,3,209,201630,2,721528,.00,500,19.13,0,0
2016/7/27,2016,7,27,3,209,201630,2,726349,11.99,500,19.13,0,1
2016/7/27,2016,7,27,3,209,201630,2,889599,.07,500,19.13,0,799
2016/7/27,2016,7,27,3,209,201630,919,59885,1.02,500,19.13,0,630
2016/7/27,2016,7,27,3,209,201630,919,300771,1.82,500,19.13,0,3
2016/7/27,2016,7,27,3,209,201630,919,404707,.00,500,19.13,0,0
2016/7/27,2016,7,27,3,209,201630,919,525562,1.14,500,19.13,0,8
2016/7/27,2016,7,27,3,209,201630,919,721528,.00,500,19.13,0,0
2016/7/27,2016,7,27,3,209,201630,919,726349,.00,500,19.13,0,0
2016/7/27,2016,7,27,3,209,201630,919,889599,.00,500,19.13,0,0
2016/7/28,2016,7,28,4,210,201630,2,59885,1.02,500,21.03,0,3626
2016/7/28,2016,7,28,4,210,201630,2,300771,1.82,500,21.03,0,37
2016/7/28,2016,7,28,4,210,201630,2,404707,.00,500,21.03,0,0
2016/7/28,2016,7,28,4,210,201630,2,525562,1.14,500,21.03,0,89
2016/7/28,2016,7,28,4,210,201630,2,721528,.00,500,21.03,0,0
2016/7/28,2016,7,28,4,210,201630,2,726349,.00,500,21.03,0,0
2016/7/28,2016,7,28,4,210,201630,2,889599,.07,500,21.03,0,844
2016/7/28,2016,7,28,4,210,201630,919,59885,1.02,500,21.03,0,365
2016/7/28,2016,7,28,4,210,201630,919,300771,1.83,500,21.03,0,11
2016/7/28,2016,7,28,4,210,201630,919,404707,.00,500,21.03,0,0
2016/7/28,2016,7,28,4,210,201630,919,525562,1.14,500,21.03,0,20
2016/7/28,2016,7,28,4,210,201630,919,721528,.00,500,21.03,0,0
2016/7/28,2016,7,28,4,210,201630,919,726349,.00,500,21.03,0,0
2016/7/28,2016,7,28,4,210,201630,919,889599,.00,500,21.03,0,0
2016/7/29,2016,7,29,5,211,201630,2,59885,1.02,803,21.34,0,2652
2016/7/29,2016,7,29,5,211,201630,2,300771,1.83,803,21.34,0,25
2016/7/29,2016,7,29,5,211,201630,2,404707,.00,803,21.34,0,0
2016/7/29,2016,7,29,5,211,201630,2,525562,1.14,803,21.34,0,108
2016/7/29,2016,7,29,5,211,201630,2,721528,.00,803,21.34,0,0
2016/7/29,2016,7,29,5,211,201630,2,726349,11.99,803,21.34,0,1
2016/7/29,2016,7,29,5,211,201630,2,889599,.07,803,21.34,0,911
2016/7/29,2016,7,29,5,211,201630,919,59885,1.02,803,21.34,0,436
2016/7/29,2016,7,29,5,211,201630,919,300771,1.82,803,21.34,0,7
2016/7/29,2016,7,29,5,211,201630,919,404707,.00,803,21.34,0,0
2016/7/29,2016,7,29,5,211,201630,919,525562,1.14,803,21.34,0,14
2016/7/29,2016,7,29,5,211,201630,919,721528,.00,803,21.34,0,0
2016/7/29,2016,7,29,5,211,201630,919,726349,.00,803,21.34,0,0
2016/7/29,2016,7,29,5,211,201630,919,889599,.00,803,21.34,0,0
2016/7/30,2016,7,30,6,212,201630,2,59885,1.02,500,20.14,0,4122
2016/7/30,2016,7,30,6,212,201630,2,300771,1.83,500,20.14,0,51
2016/7/30,2016,7,30,6,212,201630,2,404707,.00,500,20.14,0,0
2016/7/30,2016,7,30,6,212,201630,2,525562,1.14,500,20.14,0,127
2016/7/30,2016,7,30,6,212,201630,2,721528,.00,500,20.14,0,0
2016/7/30,2016,7,30,6,212,201630,2,726349,.00,500,20.14,0,0
2016/7/30,2016,7,30,6,212,201630,2,889599,.07,500,20.14,0,1039
2016/7/30,2016,7,30,6,212,201630,919,59885,1.02,500,20.14,0,425
2016/7/30,2016,7,30,6,212,201630,919,300771,1.82,500,20.14,0,24
2016/7/30,2016,7,30,6,212,201630,919,404707,.00,500,20.14,0,0
2016/7/30,2016,7,30,6,212,201630,919,525562,1.14,500,20.14,0,18
2016/7/30,2016,7,30,6,212,201630,919,721528,.00,500,20.14,0,0
2016/7/30,2016,7,30,6,212,201630,919,726349,.00,500,20.14,0,0
2016/7/30,2016,7,30,6,212,201630,919,889599,.00,500,20.14,0,0
2016/7/31,2016,7,31,7,213,201630,2,59885,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,2,300771,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,2,404707,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,2,525562,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,2,721528,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,2,726349,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,2,889599,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,919,59885,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,919,300771,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,919,404707,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,919,525562,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,919,721528,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,919,726349,.00,802,21.70,0,0
2016/7/31,2016,7,31,7,213,201630,919,889599,.00,802,21.70,0,0
2016/8/1,2016,8,1,1,214,201631,2,59885,1.02,500,19.34,0,3638
2016/8/1,2016,8,1,1,214,201631,2,300771,1.84,500,19.34,0,55
2016/8/1,2016,8,1,1,214,201631,2,404707,.00,500,19.34,0,0
2016/8/1,2016,8,1,1,214,201631,2,525562,1.14,500,19.34,0,97
2016/8/1,2016,8,1,1,214,201631,2,721528,.00,500,19.34,0,0
2016/8/1,2016,8,1,1,214,201631,2,726349,.00,500,19.34,0,0
2016/8/1,2016,8,1,1,214,201631,2,889599,.07,500,19.34,0,892
2016/8/1,2016,8,1,1,214,201631,919,59885,1.02,500,19.34,0,602
2016/8/1,2016,8,1,1,214,201631,919,300771,1.82,500,19.34,0,15
2016/8/1,2016,8,1,1,214,201631,919,404707,.00,500,19.34,0,0
2016/8/1,2016,8,1,1,214,201631,919,525562,1.14,500,19.34,0,11
2016/8/1,2016,8,1,1,214,201631,919,721528,.00,500,19.34,0,0
2016/8/1,2016,8,1,1,214,201631,919,726349,.00,500,19.34,0,0
2016/8/1,2016,8,1,1,214,201631,919,889599,.00,500,19.34,0,0
2016/8/2,2016,8,2,2,215,201631,2,59885,1.02,501,16.94,0,4389
2016/8/2,2016,8,2,2,215,201631,2,300771,1.80,501,16.94,0,58
2016/8/2,2016,8,2,2,215,201631,2,404707,.00,501,16.94,0,0
2016/8/2,2016,8,2,2,215,201631,2,525562,1.14,501,16.94,0,100
2016/8/2,2016,8,2,2,215,201631,2,721528,.00,501,16.94,0,0
2016/8/2,2016,8,2,2,215,201631,2,726349,.00,501,16.94,0,0
2016/8/2,2016,8,2,2,215,201631,2,889599,.07,501,16.94,0,827
2016/8/2,2016,8,2,2,215,201631,919,59885,1.02,501,16.94,0,475
2016/8/2,2016,8,2,2,215,201631,919,300771,1.79,501,16.94,0,14
2016/8/2,2016,8,2,2,215,201631,919,404707,.00,501,16.94,0,0
2016/8/2,2016,8,2,2,215,201631,919,525562,1.14,501,16.94,0,24
2016/8/2,2016,8,2,2,215,201631,919,721528,.00,501,16.94,0,0
2016/8/2,2016,8,2,2,215,201631,919,726349,.00,501,16.94,0,0
2016/8/2,2016,8,2,2,215,201631,919,889599,.00,501,16.94,0,0
2016/8/3,2016,8,3,3,216,201631,2,59885,1.02,501,18.18,0,3272
2016/8/3,2016,8,3,3,216,201631,2,300771,1.83,501,18.18,0,43
2016/8/3,2016,8,3,3,216,201631,2,404707,.00,501,18.18,0,0
2016/8/3,2016,8,3,3,216,201631,2,525562,1.14,501,18.18,0,83
2016/8/3,2016,8,3,3,216,201631,2,721528,.00,501,18.18,0,0
2016/8/3,2016,8,3,3,216,201631,2,726349,11.99,501,18.18,0,1
2016/8/3,2016,8,3,3,216,201631,2,889599,.07,501,18.18,0,832
2016/8/3,2016,8,3,3,216,201631,919,59885,1.02,501,18.18,0,373
2016/8/3,2016,8,3,3,216,201631,919,300771,1.82,501,18.18,0,12
2016/8/3,2016,8,3,3,216,201631,919,404707,.00,501,18.18,0,0
2016/8/3,2016,8,3,3,216,201631,919,525562,1.14,501,18.18,0,8
2016/8/3,2016,8,3,3,216,201631,919,721528,.00,501,18.18,0,0
2016/8/3,2016,8,3,3,216,201631,919,726349,.00,501,18.18,0,0
2016/8/3,2016,8,3,3,216,201631,919,889599,.00,501,18.18,0,0
2016/8/4,2016,8,4,4,217,201631,2,59885,1.02,803,19.32,0,2653
2016/8/4,2016,8,4,4,217,201631,2,300771,1.83,803,19.32,0,54
2016/8/4,2016,8,4,4,217,201631,2,404707,.00,803,19.32,0,0
2016/8/4,2016,8,4,4,217,201631,2,525562,1.14,803,19.32,0,100
2016/8/4,2016,8,4,4,217,201631,2,721528,.00,803,19.32,0,0
2016/8/4,2016,8,4,4,217,201631,2,726349,11.99,803,19.32,0,1
2016/8/4,2016,8,4,4,217,201631,2,889599,.07,803,19.32,0,939
2016/8/4,2016,8,4,4,217,201631,919,59885,1.02,803,19.32,0,438
2016/8/4,2016,8,4,4,217,201631,919,300771,1.82,803,19.32,0,8
2016/8/4,2016,8,4,4,217,201631,919,404707,.00,803,19.32,0,0
2016/8/4,2016,8,4,4,217,201631,919,525562,1.14,803,19.32,0,18
2016/8/4,2016,8,4,4,217,201631,919,721528,.00,803,19.32,0,0
2016/8/4,2016,8,4,4,217,201631,919,726349,.00,803,19.32,0,0
2016/8/4,2016,8,4,4,217,201631,919,889599,.00,803,19.32,0,0
2016/8/5,2016,8,5,5,218,201631,2,59885,1.02,800,20.88,0,2963
2016/8/5,2016,8,5,5,218,201631,2,300771,1.83,800,20.88,0,34
2016/8/5,2016,8,5,5,218,201631,2,404707,.00,800,20.88,0,0
2016/8/5,2016,8,5,5,218,201631,2,525562,1.14,800,20.88,0,99
2016/8/5,2016,8,5,5,218,201631,2,721528,.00,800,20.88,0,0
2016/8/5,2016,8,5,5,218,201631,2,726349,.00,800,20.88,0,0
2016/8/5,2016,8,5,5,218,201631,2,889599,.07,800,20.88,0,1039
2016/8/5,2016,8,5,5,218,201631,919,59885,1.02,800,20.88,0,583
2016/8/5,2016,8,5,5,218,201631,919,300771,1.83,800,20.88,0,17
2016/8/5,2016,8,5,5,218,201631,919,404707,.00,800,20.88,0,0
2016/8/5,2016,8,5,5,218,201631,919,525562,1.14,800,20.88,0,27
2016/8/5,2016,8,5,5,218,201631,919,721528,.00,800,20.88,0,0
2016/8/5,2016,8,5,5,218,201631,919,726349,.00,800,20.88,0,0
2016/8/5,2016,8,5,5,218,201631,919,889599,.00,800,20.88,0,0
2016/8/6,2016,8,6,6,219,201631,2,59885,1.02,500,20.92,0,4042
2016/8/6,2016,8,6,6,219,201631,2,300771,1.83,500,20.92,0,38
2016/8/6,2016,8,6,6,219,201631,2,404707,.00,500,20.92,0,0
2016/8/6,2016,8,6,6,219,201631,2,525562,1.14,500,20.92,0,138
2016/8/6,2016,8,6,6,219,201631,2,721528,.00,500,20.92,0,0
2016/8/6,2016,8,6,6,219,201631,2,726349,.00,500,20.92,0,0
2016/8/6,2016,8,6,6,219,201631,2,889599,.07,500,20.92,0,1351
2016/8/6,2016,8,6,6,219,201631,919,59885,1.02,500,20.92,0,539
2016/8/6,2016,8,6,6,219,201631,919,300771,1.83,500,20.92,0,16
2016/8/6,2016,8,6,6,219,201631,919,404707,.00,500,20.92,0,0
2016/8/6,2016,8,6,6,219,201631,919,525562,1.14,500,20.92,0,14
2016/8/6,2016,8,6,6,219,201631,919,721528,.00,500,20.92,0,0
2016/8/6,2016,8,6,6,219,201631,919,726349,.00,500,20.92,0,0
2016/8/6,2016,8,6,6,219,201631,919,889599,.00,500,20.92,0,0
2016/8/7,2016,8,7,7,220,201631,2,59885,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,2,300771,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,2,404707,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,2,525562,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,2,721528,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,2,726349,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,2,889599,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,919,59885,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,919,300771,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,919,404707,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,919,525562,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,919,721528,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,919,726349,.00,500,23.84,0,0
2016/8/7,2016,8,7,7,220,201631,919,889599,.00,500,23.84,0,0
2016/8/8,2016,8,8,1,221,201632,2,59885,1.02,800,20.86,0,3167
2016/8/8,2016,8,8,1,221,201632,2,300771,1.84,800,20.86,0,31
2016/8/8,2016,8,8,1,221,201632,2,404707,.00,800,20.86,0,0
2016/8/8,2016,8,8,1,221,201632,2,525562,1.14,800,20.86,0,115
2016/8/8,2016,8,8,1,221,201632,2,721528,.00,800,20.86,0,0
2016/8/8,2016,8,8,1,221,201632,2,726349,.00,800,20.86,0,0
2016/8/8,2016,8,8,1,221,201632,2,889599,.07,800,20.86,0,1133
2016/8/8,2016,8,8,1,221,201632,919,59885,1.02,800,20.86,0,722
2016/8/8,2016,8,8,1,221,201632,919,300771,1.84,800,20.86,0,15
2016/8/8,2016,8,8,1,221,201632,919,404707,.00,800,20.86,0,0
2016/8/8,2016,8,8,1,221,201632,919,525562,1.14,800,20.86,0,15
2016/8/8,2016,8,8,1,221,201632,919,721528,.00,800,20.86,0,0
2016/8/8,2016,8,8,1,221,201632,919,726349,.00,800,20.86,0,0
2016/8/8,2016,8,8,1,221,201632,919,889599,.00,800,20.86,0,0
2016/8/9,2016,8,9,2,222,201632,2,59885,1.02,800,19.28,0,3156
2016/8/9,2016,8,9,2,222,201632,2,300771,1.79,800,19.28,0,42
2016/8/9,2016,8,9,2,222,201632,2,404707,.00,800,19.28,0,0
2016/8/9,2016,8,9,2,222,201632,2,525562,1.14,800,19.28,0,86
2016/8/9,2016,8,9,2,222,201632,2,721528,.00,800,19.28,0,0
2016/8/9,2016,8,9,2,222,201632,2,726349,.00,800,19.28,0,0
2016/8/9,2016,8,9,2,222,201632,2,889599,.07,800,19.28,0,947
2016/8/9,2016,8,9,2,222,201632,919,59885,1.02,800,19.28,0,309
2016/8/9,2016,8,9,2,222,201632,919,300771,1.80,800,19.28,0,8
2016/8/9,2016,8,9,2,222,201632,919,404707,.00,800,19.28,0,0
2016/8/9,2016,8,9,2,222,201632,919,525562,1.14,800,19.28,0,13
2016/8/9,2016,8,9,2,222,201632,919,721528,.00,800,19.28,0,0
2016/8/9,2016,8,9,2,222,201632,919,726349,.00,800,19.28,0,0
2016/8/9,2016,8,9,2,222,201632,919,889599,.00,800,19.28,0,0
2016/8/10,2016,8,10,3,223,201632,2,59885,1.02,500,15.29,0,3291
2016/8/10,2016,8,10,3,223,201632,2,300771,1.82,500,15.29,0,25
2016/8/10,2016,8,10,3,223,201632,2,404707,.00,500,15.29,0,0
2016/8/10,2016,8,10,3,223,201632,2,525562,1.14,500,15.29,0,79
2016/8/10,2016,8,10,3,223,201632,2,721528,.00,500,15.29,0,0
2016/8/10,2016,8,10,3,223,201632,2,726349,.00,500,15.29,0,0
2016/8/10,2016,8,10,3,223,201632,2,889599,.07,500,15.29,0,868
2016/8/10,2016,8,10,3,223,201632,919,59885,1.02,500,15.29,0,430
2016/8/10,2016,8,10,3,223,201632,919,300771,1.83,500,15.29,0,14
2016/8/10,2016,8,10,3,223,201632,919,404707,.00,500,15.29,0,0
2016/8/10,2016,8,10,3,223,201632,919,525562,1.14,500,15.29,0,5
2016/8/10,2016,8,10,3,223,201632,919,721528,.00,500,15.29,0,0
2016/8/10,2016,8,10,3,223,201632,919,726349,.00,500,15.29,0,0
2016/8/10,2016,8,10,3,223,201632,919,889599,.00,500,15.29,0,0
2016/8/11,2016,8,11,4,224,201632,2,59885,1.02,501,15.28,0,2629
2016/8/11,2016,8,11,4,224,201632,2,300771,1.83,501,15.28,0,46
2016/8/11,2016,8,11,4,224,201632,2,404707,.00,501,15.28,0,0
2016/8/11,2016,8,11,4,224,201632,2,525562,1.14,501,15.28,0,93
2016/8/11,2016,8,11,4,224,201632,2,721528,.00,501,15.28,0,0
2016/8/11,2016,8,11,4,224,201632,2,726349,.00,501,15.28,0,0
2016/8/11,2016,8,11,4,224,201632,2,889599,.07,501,15.28,0,936
2016/8/11,2016,8,11,4,224,201632,919,59885,1.02,501,15.28,0,419
2016/8/11,2016,8,11,4,224,201632,919,300771,1.84,501,15.28,0,10
2016/8/11,2016,8,11,4,224,201632,919,404707,.00,501,15.28,0,0
2016/8/11,2016,8,11,4,224,201632,919,525562,1.14,501,15.28,0,10
2016/8/11,2016,8,11,4,224,201632,919,721528,.00,501,15.28,0,0
2016/8/11,2016,8,11,4,224,201632,919,726349,.00,501,15.28,0,0
2016/8/11,2016,8,11,4,224,201632,919,889599,.00,501,15.28,0,0
2016/8/12,2016,8,12,5,225,201632,2,59885,1.02,801,23.19,0,2574
2016/8/12,2016,8,12,5,225,201632,2,300771,1.83,801,23.19,0,51
2016/8/12,2016,8,12,5,225,201632,2,404707,.00,801,23.19,0,0
2016/8/12,2016,8,12,5,225,201632,2,525562,1.14,801,23.19,0,134
2016/8/12,2016,8,12,5,225,201632,2,721528,.00,801,23.19,0,0
2016/8/12,2016,8,12,5,225,201632,2,726349,.00,801,23.19,0,0
2016/8/12,2016,8,12,5,225,201632,2,889599,.07,801,23.19,0,1029
2016/8/12,2016,8,12,5,225,201632,919,59885,1.02,801,23.19,0,626
2016/8/12,2016,8,12,5,225,201632,919,300771,1.82,801,23.19,0,14
2016/8/12,2016,8,12,5,225,201632,919,404707,.00,801,23.19,0,0
2016/8/12,2016,8,12,5,225,201632,919,525562,1.14,801,23.19,0,7
2016/8/12,2016,8,12,5,225,201632,919,721528,.00,801,23.19,0,0
2016/8/12,2016,8,12,5,225,201632,919,726349,.00,801,23.19,0,0
2016/8/12,2016,8,12,5,225,201632,919,889599,.00,801,23.19,0,0
2016/8/13,2016,8,13,6,226,201632,2,59885,1.02,800,23.78,0,3911
2016/8/13,2016,8,13,6,226,201632,2,300771,1.82,800,23.78,0,40
2016/8/13,2016,8,13,6,226,201632,2,404707,.00,800,23.78,0,0
2016/8/13,2016,8,13,6,226,201632,2,525562,1.14,800,23.78,0,99
2016/8/13,2016,8,13,6,226,201632,2,721528,.00,800,23.78,0,0
2016/8/13,2016,8,13,6,226,201632,2,726349,.00,800,23.78,0,0
2016/8/13,2016,8,13,6,226,201632,2,889599,.07,800,23.78,0,1114
2016/8/13,2016,8,13,6,226,201632,919,59885,1.02,800,23.78,0,242
2016/8/13,2016,8,13,6,226,201632,919,300771,1.82,800,23.78,0,5
2016/8/13,2016,8,13,6,226,201632,919,404707,.00,800,23.78,0,0
2016/8/13,2016,8,13,6,226,201632,919,525562,1.14,800,23.78,0,8
2016/8/13,2016,8,13,6,226,201632,919,721528,.00,800,23.78,0,0
2016/8/13,2016,8,13,6,226,201632,919,726349,.00,800,23.78,0,0
2016/8/13,2016,8,13,6,226,201632,919,889599,.00,800,23.78,0,0
2016/8/14,2016,8,14,7,227,201632,2,59885,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,2,300771,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,2,404707,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,2,525562,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,2,721528,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,2,726349,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,2,889599,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,919,59885,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,919,300771,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,919,404707,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,919,525562,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,919,721528,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,919,726349,.00,800,21.49,0,0
2016/8/14,2016,8,14,7,227,201632,919,889599,.00,800,21.49,0,0
2016/8/15,2016,8,15,1,228,201633,2,59885,1.02,800,22.58,0,5423
2016/8/15,2016,8,15,1,228,201633,2,300771,1.83,800,22.58,0,50
2016/8/15,2016,8,15,1,228,201633,2,404707,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,2,525562,1.14,800,22.58,0,160
2016/8/15,2016,8,15,1,228,201633,2,721528,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,2,726349,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,2,889599,.07,800,22.58,0,1253
2016/8/15,2016,8,15,1,228,201633,919,59885,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,919,300771,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,919,404707,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,919,525562,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,919,721528,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,919,726349,.00,800,22.58,0,0
2016/8/15,2016,8,15,1,228,201633,919,889599,.00,800,22.58,0,0
2016/8/16,2016,8,16,2,229,201633,2,59885,1.02,800,23.27,0,3241
2016/8/16,2016,8,16,2,229,201633,2,300771,1.64,800,23.27,0,39
2016/8/16,2016,8,16,2,229,201633,2,404707,.00,800,23.27,0,0
2016/8/16,2016,8,16,2,229,201633,2,525562,1.14,800,23.27,0,88
2016/8/16,2016,8,16,2,229,201633,2,721528,.00,800,23.27,0,0
2016/8/16,2016,8,16,2,229,201633,2,726349,11.99,800,23.27,0,1
2016/8/16,2016,8,16,2,229,201633,2,889599,.07,800,23.27,0,916
2016/8/16,2016,8,16,2,229,201633,919,59885,1.02,800,23.27,0,456
2016/8/16,2016,8,16,2,229,201633,919,300771,1.76,800,23.27,0,26
2016/8/16,2016,8,16,2,229,201633,919,404707,.00,800,23.27,0,0
2016/8/16,2016,8,16,2,229,201633,919,525562,1.14,800,23.27,0,6
2016/8/16,2016,8,16,2,229,201633,919,721528,.00,800,23.27,0,0
2016/8/16,2016,8,16,2,229,201633,919,726349,.00,800,23.27,0,0
2016/8/16,2016,8,16,2,229,201633,919,889599,.00,800,23.27,0,0
2016/8/17,2016,8,17,3,230,201633,2,59885,1.02,801,28.71,0,2907
2016/8/17,2016,8,17,3,230,201633,2,300771,1.67,801,28.71,0,102
2016/8/17,2016,8,17,3,230,201633,2,404707,.00,801,28.71,0,0
2016/8/17,2016,8,17,3,230,201633,2,525562,1.14,801,28.71,0,67
2016/8/17,2016,8,17,3,230,201633,2,721528,.00,801,28.71,0,0
2016/8/17,2016,8,17,3,230,201633,2,726349,.00,801,28.71,0,0
2016/8/17,2016,8,17,3,230,201633,2,889599,.07,801,28.71,0,837
2016/8/17,2016,8,17,3,230,201633,919,59885,1.02,801,28.71,0,325
2016/8/17,2016,8,17,3,230,201633,919,300771,1.72,801,28.71,0,19
2016/8/17,2016,8,17,3,230,201633,919,404707,.00,801,28.71,0,0
2016/8/17,2016,8,17,3,230,201633,919,525562,1.14,801,28.71,0,23
2016/8/17,2016,8,17,3,230,201633,919,721528,.00,801,28.71,0,0
2016/8/17,2016,8,17,3,230,201633,919,726349,.00,801,28.71,0,0
2016/8/17,2016,8,17,3,230,201633,919,889599,.00,801,28.71,0,0
2016/8/18,2016,8,18,4,231,201633,2,59885,1.02,500,26.12,0,3312
2016/8/18,2016,8,18,4,231,201633,2,300771,1.66,500,26.12,0,162
2016/8/18,2016,8,18,4,231,201633,2,404707,.00,500,26.12,0,0
2016/8/18,2016,8,18,4,231,201633,2,525562,1.14,500,26.12,0,106
2016/8/18,2016,8,18,4,231,201633,2,721528,.00,500,26.12,0,0
2016/8/18,2016,8,18,4,231,201633,2,726349,.00,500,26.12,0,0
2016/8/18,2016,8,18,4,231,201633,2,889599,.07,500,26.12,0,874
2016/8/18,2016,8,18,4,231,201633,919,59885,1.02,500,26.12,0,344
2016/8/18,2016,8,18,4,231,201633,919,300771,1.66,500,26.12,0,4
2016/8/18,2016,8,18,4,231,201633,919,404707,.00,500,26.12,0,0
2016/8/18,2016,8,18,4,231,201633,919,525562,1.14,500,26.12,0,7
2016/8/18,2016,8,18,4,231,201633,919,721528,.00,500,26.12,0,0
2016/8/18,2016,8,18,4,231,201633,919,726349,.00,500,26.12,0,0
2016/8/18,2016,8,18,4,231,201633,919,889599,.00,500,26.12,0,0
2016/8/19,2016,8,19,5,232,201633,2,59885,1.02,500,24.71,0,3026
2016/8/19,2016,8,19,5,232,201633,2,300771,1.67,500,24.71,0,165
2016/8/19,2016,8,19,5,232,201633,2,404707,.00,500,24.71,0,0
2016/8/19,2016,8,19,5,232,201633,2,525562,1.14,500,24.71,0,116
2016/8/19,2016,8,19,5,232,201633,2,721528,.00,500,24.71,0,0
2016/8/19,2016,8,19,5,232,201633,2,726349,.00,500,24.71,0,0
2016/8/19,2016,8,19,5,232,201633,2,889599,.07,500,24.71,0,1047
2016/8/19,2016,8,19,5,232,201633,919,59885,1.02,500,24.71,0,217
2016/8/19,2016,8,19,5,232,201633,919,300771,1.66,500,24.71,0,8
2016/8/19,2016,8,19,5,232,201633,919,404707,.00,500,24.71,0,0
2016/8/19,2016,8,19,5,232,201633,919,525562,1.14,500,24.71,0,14
2016/8/19,2016,8,19,5,232,201633,919,721528,.00,500,24.71,0,0
2016/8/19,2016,8,19,5,232,201633,919,726349,.00,500,24.71,0,0
2016/8/19,2016,8,19,5,232,201633,919,889599,.00,500,24.71,0,0
2016/8/20,2016,8,20,6,233,201633,2,59885,1.02,501,23.53,0,5571
2016/8/20,2016,8,20,6,233,201633,2,300771,1.67,501,23.53,0,193
2016/8/20,2016,8,20,6,233,201633,2,404707,.00,501,23.53,0,0
2016/8/20,2016,8,20,6,233,201633,2,525562,1.14,501,23.53,0,111
2016/8/20,2016,8,20,6,233,201633,2,721528,.00,501,23.53,0,0
2016/8/20,2016,8,20,6,233,201633,2,726349,.00,501,23.53,0,0
2016/8/20,2016,8,20,6,233,201633,2,889599,.07,501,23.53,0,1118
2016/8/20,2016,8,20,6,233,201633,919,59885,1.02,501,23.53,0,838
2016/8/20,2016,8,20,6,233,201633,919,300771,1.66,501,23.53,0,15
2016/8/20,2016,8,20,6,233,201633,919,404707,.00,501,23.53,0,0
2016/8/20,2016,8,20,6,233,201633,919,525562,1.14,501,23.53,0,15
